Product,Firm Name & Address,OM No & Date,Expiry Date,Remarks,phonenumber,address_line1,address_line2,city,state,postal_code
"11kV, 3 CT PT Metering Cubicle","M/s. Ranas Power Engineering Pvt. Ltd., Plot No. 4, Industrial Area, Udyambag, Belgaum-590008. Ph: 9109625450",31115-55 Dtd: 11.09.2024,10.09.2026,02 Years,9109625450,M/s. Ranas Power Engineering Pvt. Ltd,Plot No. 4,Belgaum-,,590008
3 Phase LT CT operated Energy meter with 0.5 class Accuracy,"M/s. Ranas Power Engineering Pvt. Ltd., Plot No. 4, Industrial Area, Udyambag, Belgaum-590008. Ph: 9109625450",31115-55 Dtd: 11.09.2024,10.09.2026,02 Years,9109625450,M/s. Ranas Power Engineering Pvt. Ltd,Plot No. 4,Belgaum-,,590008
Indoor Resin cast CTs with 0.2 class Accuracy,"M/s. Ranas Power Engineering Pvt. Ltd., Plot No. 4, Industrial Area, Udyambag, Belgaum-590008. Ph: 9109625450",31115-55 Dtd: 11.09.2024,10.09.2026,02 Years,9109625450,M/s. Ranas Power Engineering Pvt. Ltd,Plot No. 4,Belgaum-,,590008
Indoor Resin cast 1 Phase PTs with 0.2 class Accuracy,"M/s. Ranas Power Engineering Pvt. Ltd., Plot No. 4, Industrial Area, Udyambag, Belgaum-590008. Ph: 9109625450",31115-55 Dtd: 11.09.2024,10.09.2026,02 Years,9109625450,M/s. Ranas Power Engineering Pvt. Ltd,Plot No. 4,Belgaum-,,590008
"25kVA, 63kVA, 100kVA, 250kVA, 500kVA, 750kVA, 1000kVA, 1500kVA, 2000kVA, 2500kVA, 3000kVA, 5000kVA, 7500kVA, 10000kVA, 12500kVA, 16000kVA, 20000kVA, 25000kVA, 31500kVA, 40000kVA, 50000kVA, 63000kVA, 75000kVA, 100000kVA, 125000kVA, 160000kVA, 200000kVA, 250000kVA, 315000kVA, 400000kVA, 500000kVA, 630000kVA, 750000kVA, 1000000kVA, 1250000kVA, 1600000kVA, 2000000kVA, 2500000kVA, 3150000kVA, 4000000kVA, 5000000kVA, 6300000kVA, 7500000kVA, 10000000kVA, 12500000kVA, 16000000kVA, 20000000kVA, 25000000kVA, 31500000kVA, 40000000kVA, 50000000kVA, 63000000kVA, 75000000kVA, 100000000kVA, 125000000kVA, 160000000kVA, 200000000kVA, 250000000kVA, 315000000kVA, 400000000kVA, 500000000kVA, 630000000kVA, 750000000kVA, 1000000000kVA","M/s. Power Line Electric India Pvt. Ltd., Plot No. 3, Sector-3, Industrial Growth Centre, Bawal, Rewari, Haryana-123501. Ph: 9999999999",3111-14 Dtd: 10.09.2024,10.09.2026,02 Years,9999999999,M/s. Power Line Electric India Pvt. Ltd,Plot No. 3,Haryana-,,123501
ACSR Rabbit Conductor,"M/s. Power Line Electric India Pvt. Ltd., Plot No. 3, Sector-3, Industrial Growth Centre, Bawal, Rewari, Haryana-123501. Ph: 9999999999",3111-14 Dtd: 10.09.2024,10.09.2026,02 Years,9999999999,M/s. Power Line Electric India Pvt. Ltd,Plot No. 3,Haryana-,,123501
ACSR Weasel Conductor,"M/s. Power Line Electric India Pvt. Ltd., Plot No. 3, Sector-3, Industrial Growth Centre, Bawal, Rewari, Haryana-123501. Ph: 9999999999",3111-14 Dtd: 10.09.2024,10.09.2026,02 Years,9999999999,M/s. Power Line Electric India Pvt. Ltd,Plot No. 3,Haryana-,,123501
ACSR Coyote Conductor,"M/s. Power Line Electric India Pvt. Ltd., Plot No. 3, Sector-3, Industrial Growth Centre, Bawal, Rewari, Haryana-123501. Ph: 9999999999",3111-14 Dtd: 10.09.2024,10.09.2026,02 Years,9999999999,M/s. Power Line Electric India Pvt. Ltd,Plot No. 3,Haryana-,,123501
33kV Outdoor Type Oil Cooled CTs,"M/s. Power Line Electric India Pvt. Ltd., Plot No. 3, Sector-3, Industrial Growth Centre, Bawal, Rewari, Haryana-123501. Ph: 9999999999",3111-14 Dtd: 10.09.2024,10.09.2026,02 Years,9999999999,M/s. Power Line Electric India Pvt. Ltd,Plot No. 3,Haryana-,,123501
M+3 Towers (33kV),"M/s. Power Line Electric India Pvt. Ltd., Plot No. 3, Sector-3, Industrial Growth Centre, Bawal, Rewari, Haryana-123501. Ph: 9999999999",3111-14 Dtd: 10.09.2024,10.09.2026,02 Years,9999999999,M/s. Power Line Electric India Pvt. Ltd,Plot No. 3,Haryana-,,123501
M+6 Towers (33kV),"M/s. Power Line Electric India Pvt. Ltd., Plot No. 3, Sector-3, Industrial Growth Centre, Bawal, Rewari, Haryana-123501. Ph: 9999999999",3111-14 Dtd: 10.09.2024,10.09.2026,02 Years,9999999999,M/s. Power Line Electric India Pvt. Ltd,Plot No. 3,Haryana-,,123501
M+9 Towers (33kV),"M/s. Power Line Electric India Pvt. Ltd., Plot No. 3, Sector-3, Industrial Growth Centre, Bawal, Rewari, Haryana-123501. Ph: 9999999999",3111-14 Dtd: 10.09.2024,10.09.2026,02 Years,9999999999,M/s. Power Line Electric India Pvt. Ltd,Plot No. 3,Haryana-,,123501
M+12 Towers (33kV),"M/s. Power Line Electric India Pvt. Ltd., Plot No. 3, Sector-3, Industrial Growth Centre, Bawal, Rewari, Haryana-123501. Ph: 9999999999",3111-14 Dtd: 10.09.2024,10.09.2026,02 Years,9999999999,M/s. Power Line Electric India Pvt. Ltd,Plot No. 3,Haryana-,,123501
"11kV, 400A Isolator","M/s. Prakash Metal Products, Unit-I; Sy. No. 101/B/3, Ayodya Village, Konnageri, Kesar Road, Hubli-580024. Ph: 9449431204",510540-8 Dtd: 07.01.2025,06.01.2027,02 Years,9449431204,M/s. Prakash Metal Products,Unit-I; Sy. No. 101/B/3,Hubli-,,580024
"11kV, 400A AB Switch","M/s. Prakash Metal Products, Unit-I; Sy. No. 101/B/3, Ayodya Village, Konnageri, Kesar Road, Hubli-580024. Ph: 9449431204",510540-8 Dtd: 07.01.2025,06.01.2027,02 Years,9449431204,M/s. Prakash Metal Products,Unit-I; Sy. No. 101/B/3,Hubli-,,580024
"M.V. 4kV, 400A Master GOS","M/s. Prakash Metal Products, Unit-I; Sy. No. 101/B/3, Ayodya Village, Konnageri, Kesar Road, Hubli-580024. Ph: 9449431204",510540-8 Dtd: 07.01.2025,06.01.2027,02 Years,9449431204,M/s. Prakash Metal Products,Unit-I; Sy. No. 101/B/3,Hubli-,,580024
50x6mm GI & MS Strip Flat,"M/s. Prakash Metal Products, Unit-I; Sy. No. 101/B/3, Ayodya Village, Konnageri, Kesar Road, Hubli-580024. Ph: 9449431204",510540-8 Dtd: 07.01.2025,06.01.2027,02 Years,9449431204,M/s. Prakash Metal Products,Unit-I; Sy. No. 101/B/3,Hubli-,,580024
11KV HT 3P 200 Amps. GOS (Vertical),"M/s R.P. Electrical Industries, S-206, 2nd Floor, Manish Plaza, Plot No. 7, MLU, Sector-6, Dwarka, New Delhi-110075. Ph: 9868567294 / 9448675744 / 8861893941",50190-2022 Dtd: 29.12.2024,29.12.2026,02 Years,9868567294 / 9448675744 / 8861893941,M/s R.P. Electrical Industries,S-206,New Delhi-.   /  /,,110075
LT Distribution Box,"M/s R.P. Electrical Industries, S-206, 2nd Floor, Manish Plaza, Plot No. 7, MLU, Sector-6, Dwarka, New Delhi-110075. Ph: 9868567294 / 9448675744 / 8861893941",50190-2022 Dtd: 29.12.2024,29.12.2026,02 Years,9868567294 / 9448675744 / 8861893941,M/s R.P. Electrical Industries,S-206,New Delhi-.   /  /,,110075
LT Protection Kit,"M/s R.P. Electrical Industries, S-206, 2nd Floor, Manish Plaza, Plot No. 7, MLU, Sector-6, Dwarka, New Delhi-110075. Ph: 9868567294 / 9448675744 / 8861893941",50190-2022 Dtd: 29.12.2024,29.12.2026,02 Years,9868567294 / 9448675744 / 8861893941,M/s R.P. Electrical Industries,S-206,New Delhi-.   /  /,,110075
LT DTC Metering Box,"M/s R.P. Electrical Industries, S-206, 2nd Floor, Manish Plaza, Plot No. 7, MLU, Sector-6, Dwarka, New Delhi-110075. Ph: 9868567294 / 9448675744 / 8861893941",50190-2022 Dtd: 29.12.2024,29.12.2026,02 Years,9868567294 / 9448675744 / 8861893941,M/s R.P. Electrical Industries,S-206,New Delhi-.   /  /,,110075
LT Metering Cubical,"M/s R.P. Electrical Industries, S-206, 2nd Floor, Manish Plaza, Plot No. 7, MLU, Sector-6, Dwarka, New Delhi-110075. Ph: 9868567294 / 9448675744 / 8861893941",50190-2022 Dtd: 29.12.2024,29.12.2026,02 Years,9868567294 / 9448675744 / 8861893941,M/s R.P. Electrical Industries,S-206,New Delhi-.   /  /,,110075
"25KVA, 63KVA and 100KVA CRGO Core, Aluminium Wound, EEL-1 (Star-","M/s R.P. Electrical Industries, S-206, 2nd Floor, Manish Plaza, Plot No. 7, MLU, Sector-6, Dwarka, New Delhi-110075. Ph: 9868567294 / 9448675744 / 8861893941",50189-2022 Dtd: 29.12.2024,29.12.2026,02 Years,9868567294 / 9448675744 / 8861893941,M/s R.P. Electrical Industries,S-206,New Delhi-.   /  /,,110075
Distribution Transformer,"M/s R.P. Electrical Industries, S-206, 2nd Floor, Manish Plaza, Plot No. 7, MLU, Sector-6, Dwarka, New Delhi-110075. Ph: 9868567294 / 9448675744 / 8861893941",50189-2022 Dtd: 29.12.2024,29.12.2026,02 Years,9868567294 / 9448675744 / 8861893941,M/s R.P. Electrical Industries,S-206,New Delhi-.   /  /,,110075
"25KVA, EEL-1, BEE-1, Star-1 (4 Star), Aluminium Wound CRGO Core, Distribution Transformer","M/s R.V. Transformer Manufacturing Company, Plot No. K1, KSSIDC Industrial Area, Tumkur Road, Basaveshwaranagar, Bangalore-79 & M/s KSSSIC Ltd., Industrial Estate, Yadgir-585202. Ph: 9739844472 / 9742243677",51121-24 Dtd: 03.10.2025,02.10.2026,02 Years,9739844472 / 9742243677,M/s R.V. Transformer Manufacturing Company,Plot No. K1,Yadgir-.   /,,585202
"25KVA, 63KVA and 100KVA, EEL-2, BEE-2, Star-2 (5 Star), Aluminium Wound CRGO Core, Distribution Transformer","M/s R.V. Transformer Manufacturing Company, Plot No. K1, KSSIDC Industrial Area, Tumkur Road, Basaveshwaranagar, Bangalore-79 & M/s KSSSIC Ltd., Industrial Estate, Yadgir-585202. Ph: 9739844472 / 9742243677",51121-24 Dtd: 03.10.2025,02.10.2026,02 Years,9739844472 / 9742243677,M/s R.V. Transformer Manufacturing Company,Plot No. K1,Yadgir-.   /,,585202
11KV 200 Amps Single Break GOS,"M/s KSSSIC Ltd., Industrial Estate, Yadgir-585202. Ph: 9739844472 / 9742243677",41127-31 Dtd: 11.09.2024,10.12.2026,02 Years,9739844472 / 9742243677,M/s KSSSIC Ltd,Industrial Estate,Yadgir-.   /,,585202
HT Protection Unit,"M/s KSSSIC Ltd., Industrial Estate, Yadgir-585202. Ph: 9739844472 / 9742243677",41127-31 Dtd: 11.09.2024,10.12.2026,02 Years,9739844472 / 9742243677,M/s KSSSIC Ltd,Industrial Estate,Yadgir-.   /,,585202
LT Protection Kit,"M/s KSSSIC Ltd., Industrial Estate, Yadgir-585202. Ph: 9739844472 / 9742243677",41127-31 Dtd: 11.09.2024,10.12.2026,02 Years,9739844472 / 9742243677,M/s KSSSIC Ltd,Industrial Estate,Yadgir-.   /,,585202
11KV HT 3P 3W Metering Cubical,"M/s R.P. Electrical Industries, 5DC-6, 2nd Stage, Industrial Estate. Ph: 9448675744 / 8861399941",501909/2022 Dtd: 30.12.2024,29.12.2026,02 Years,9448675744 / 8861399941,M/s R.P. Electrical Industries,5DC-6,Industrial Estate.   /,,
LT 3P 4W Metering Cubical,"M/s R.P. Electrical Industries, 5DC-6, 2nd Stage, Industrial Estate. Ph: 9448675744 / 8861399941",501909/2022 Dtd: 30.12.2024,29.12.2026,02 Years,9448675744 / 8861399941,M/s R.P. Electrical Industries,5DC-6,Industrial Estate.   /,,
LT Distribution Box,"M/s R.P. Electrical Industries, 5DC-6, 2nd Stage, Industrial Estate. Ph: 9448675744 / 8861399941",501909/2022 Dtd: 30.12.2024,29.12.2026,02 Years,9448675744 / 8861399941,M/s R.P. Electrical Industries,5DC-6,Industrial Estate.   /,,
LT DTC Metering Box,"M/s R.P. Electrical Industries, 5DC-6, 2nd Stage, Industrial Estate. Ph: 9448675744 / 8861399941",501909/2022 Dtd: 30.12.2024,29.12.2026,02 Years,9448675744 / 8861399941,M/s R.P. Electrical Industries,5DC-6,Industrial Estate.   /,,
LT Metering Cubical,"M/s R.P. Electrical Industries, 5DC-6, 2nd Stage, Industrial Estate. Ph: 9448675744 / 8861399941",501909/2022 Dtd: 30.12.2024,29.12.2026,02 Years,9448675744 / 8861399941,M/s R.P. Electrical Industries,5DC-6,Industrial Estate.   /,,
"25KVA, 63KVA and 100KVA CRGO Core, Three Phase, Aluminium Wound EEL-1 (Star-","M/s R.P. Electrical Industries, 5DC-6, 2nd Stage, Industrial Estate. Ph: 8861399941 / 9448675744",501898/22 Dtd: 30.12.2024,29.12.2026,02 Years,8861399941 / 9448675744,M/s R.P. Electrical Industries,5DC-6,Industrial Estate.   /,,
Distribution Transformer,"M/s R.P. Electrical Industries, 5DC-6, 2nd Stage, Industrial Estate. Ph: 8861399941 / 9448675744",501898/22 Dtd: 30.12.2024,29.12.2026,02 Years,8861399941 / 9448675744,M/s R.P. Electrical Industries,5DC-6,Industrial Estate.   /,,
"25KVA EEL-1, BEE-1, Star-1 (4 Star) Aluminium Wound CRGO Core Distribution Transformer","M/s R.V. Transformer Manufacturing Company, Plot No. M-5, KSSIDC Industrial Area, Sattur, Dharwad, Karnataka. Ph: 0836-2482799 / 9448675744",511924/24 Dtd: 31.01.2025,02.01.2026,02 Years,836-2482799 / 9448675744,M/s R.V. Transformer Manufacturing Company,Plot No. M-5,Karnataka.  0 /,,
"25KVA, 63KVA and 100KVA EEL-2, BEE-2, Star-1 (4 Star) Aluminium Wound CRGO Core Distribution Transformer","M/s R.V. Transformer Manufacturing Company, Plot No. M-5, KSSIDC Industrial Area, Sattur, Dharwad, Karnataka. Ph: 0836-2482799 / 9448675744",511924/24 Dtd: 31.01.2025,02.01.2026,02 Years,836-2482799 / 9448675744,M/s R.V. Transformer Manufacturing Company,Plot No. M-5,Karnataka.  0 /,,
11KV 200 Amps Single Break GOS,"M/s KSSOTC Ltd., Industrial Estate, Plot No. 18, KSSIDC Industrial Estate, Yadgir-585202 & H/o: Industrial Estate, Koppal-583231. Ph: 9739844429 / 9742243677",411273/1 Dtd: 11.09.2024,10.12.2026,02 Years,9739844429 / 9742243677,M/s KSSOTC Ltd,Industrial Estate,Koppal-583231.   /,,585202
HT Protection Unit,"M/s KSSOTC Ltd., Industrial Estate, Plot No. 18, KSSIDC Industrial Estate, Yadgir-585202 & H/o: Industrial Estate, Koppal-583231. Ph: 9739844429 / 9742243677",411273/1 Dtd: 11.09.2024,10.12.2026,02 Years,9739844429 / 9742243677,M/s KSSOTC Ltd,Industrial Estate,Koppal-583231.   /,,585202
LT Protection Kit,"M/s KSSOTC Ltd., Industrial Estate, Plot No. 18, KSSIDC Industrial Estate, Yadgir-585202 & H/o: Industrial Estate, Koppal-583231. Ph: 9739844429 / 9742243677",411273/1 Dtd: 11.09.2024,10.12.2026,02 Years,9739844429 / 9742243677,M/s KSSOTC Ltd,Industrial Estate,Koppal-583231.   /,,585202
PSC poles 8 Mtr. 200 Kg. W/L,"M/s. Shree Maruthi Concrete Products, Sy. No. 45/3, Plot No. 23, Koppari, Tq. Sindagi. Mobile: 9448944882 / 9341917250",510891-84 Dtd: 03.01.2025,02.01.2027,02 Years,9448944882 / 9341917250,M/s. Shree Maruthi Concrete Products,Sy. No. 45/3,Tq. Sindagi.   /,,
PSC poles 9 Mtr. 300 Kg. W/L,"M/s. Shree Maruthi Concrete Products, Sy. No. 45/3, Plot No. 23, Koppari, Tq. Sindagi. Mobile: 9448944882 / 9341917250",510891-84 Dtd: 03.01.2025,02.01.2027,02 Years,9448944882 / 9341917250,M/s. Shree Maruthi Concrete Products,Sy. No. 45/3,Tq. Sindagi.   /,,
PSC poles 9 Mtr. 500 Kg. W/L,"M/s. Shree Maruthi Concrete Products, Sy. No. 45/3, Plot No. 23, Koppari, Tq. Sindagi. Mobile: 9448944882 / 9341917250",510891-84 Dtd: 03.01.2025,02.01.2027,02 Years,9448944882 / 9341917250,M/s. Shree Maruthi Concrete Products,Sy. No. 45/3,Tq. Sindagi.   /,,
RCC poles 8 Mtr. 145 Kg. W/L,"M/s. Shree Maruthi Concrete Products, Sy. No. 45/3, Plot No. 23, Koppari, Tq. Sindagi. Mobile: 9448944882 / 9341917250",510891-84 Dtd: 03.01.2025,02.01.2027,02 Years,9448944882 / 9341917250,M/s. Shree Maruthi Concrete Products,Sy. No. 45/3,Tq. Sindagi.   /,,
RCC poles 9 Mtr. 165 Kg. W/L,"M/s. Shree Maruthi Concrete Products, Sy. No. 45/3, Plot No. 23, Koppari, Tq. Sindagi. Mobile: 9448944882 / 9341917250",510891-84 Dtd: 03.01.2025,02.01.2027,02 Years,9448944882 / 9341917250,M/s. Shree Maruthi Concrete Products,Sy. No. 45/3,Tq. Sindagi.   /,,
RCC poles 9 Mtr. 415 Kg. W/L,"M/s. Shree Maruthi Concrete Products, Sy. No. 45/3, Plot No. 23, Koppari, Tq. Sindagi. Mobile: 9448944882 / 9341917250",510891-84 Dtd: 03.01.2025,02.01.2027,02 Years,9448944882 / 9341917250,M/s. Shree Maruthi Concrete Products,Sy. No. 45/3,Tq. Sindagi.   /,,
RCC poles 9 Mtr. 500 Kg. W/L,"M/s. Shree Maruthi Concrete Products, Sy. No. 45/3, Plot No. 23, Koppari, Tq. Sindagi. Mobile: 9448944882 / 9341917250",510891-84 Dtd: 03.01.2025,02.01.2027,02 Years,9448944882 / 9341917250,M/s. Shree Maruthi Concrete Products,Sy. No. 45/3,Tq. Sindagi.   /,,
PSC poles 8 Mtr. 200 Kg. W/L,"M/s. Shree Perma Industries and Electricals Pvt. Ltd., Tanda Khedi Village, Hospet Tq., Huvina Hadagali. Ph: 9886254315 / 9886245944 / 9538899179",51529-96 Dtd: 07.01.2025,06.01.2027,02 Years,9886254315 / 9886245944 / 9538899179,M/s. Shree Perma Industries and Electricals Pvt. Ltd,Tanda Khedi Village,Huvina Hadagali.   /  /,,
PSC poles 9 Mtr. 300 Kg. W/L,"M/s. Shree Perma Industries and Electricals Pvt. Ltd., Tanda Khedi Village, Hospet Tq., Huvina Hadagali. Ph: 9886254315 / 9886245944 / 9538899179",51529-96 Dtd: 07.01.2025,06.01.2027,02 Years,9886254315 / 9886245944 / 9538899179,M/s. Shree Perma Industries and Electricals Pvt. Ltd,Tanda Khedi Village,Huvina Hadagali.   /  /,,
PSC poles 9 Mtr. 500 Kg. W/L,"M/s. Shree Perma Industries and Electricals Pvt. Ltd., Tanda Khedi Village, Hospet Tq., Huvina Hadagali. Ph: 9886254315 / 9886245944 / 9538899179",51529-96 Dtd: 07.01.2025,06.01.2027,02 Years,9886254315 / 9886245944 / 9538899179,M/s. Shree Perma Industries and Electricals Pvt. Ltd,Tanda Khedi Village,Huvina Hadagali.   /  /,,
RCC poles 8 Mtr. 145 Kg. W/L,"M/s. Shree Perma Industries and Electricals Pvt. Ltd., Tanda Khedi Village, Hospet Tq., Huvina Hadagali. Ph: 9886254315 / 9886245944 / 9538899179",51529-96 Dtd: 07.01.2025,06.01.2027,02 Years,9886254315 / 9886245944 / 9538899179,M/s. Shree Perma Industries and Electricals Pvt. Ltd,Tanda Khedi Village,Huvina Hadagali.   /  /,,
RCC poles 9 Mtr. 165 Kg. W/L,"M/s. Shree Perma Industries and Electricals Pvt. Ltd., Tanda Khedi Village, Hospet Tq., Huvina Hadagali. Ph: 9886254315 / 9886245944 / 9538899179",51529-96 Dtd: 07.01.2025,06.01.2027,02 Years,9886254315 / 9886245944 / 9538899179,M/s. Shree Perma Industries and Electricals Pvt. Ltd,Tanda Khedi Village,Huvina Hadagali.   /  /,,
RCC poles 9 Mtr. 415 Kg. W/L,"M/s. Shree Perma Industries and Electricals Pvt. Ltd., Tanda Khedi Village, Hospet Tq., Huvina Hadagali. Ph: 9886254315 / 9886245944 / 9538899179",51529-96 Dtd: 07.01.2025,06.01.2027,02 Years,9886254315 / 9886245944 / 9538899179,M/s. Shree Perma Industries and Electricals Pvt. Ltd,Tanda Khedi Village,Huvina Hadagali.   /  /,,
RCC poles 9 Mtr. 500 Kg. W/L,"M/s. Shree Perma Industries and Electricals Pvt. Ltd., Tanda Khedi Village, Hospet Tq., Huvina Hadagali. Ph: 9886254315 / 9886245944 / 9538899179",51529-96 Dtd: 07.01.2025,06.01.2027,02 Years,9886254315 / 9886245944 / 9538899179,M/s. Shree Perma Industries and Electricals Pvt. Ltd,Tanda Khedi Village,Huvina Hadagali.   /  /,,
"25KVA, BEE-1 (Star-","M/s. Shree Perma Industries and Electricals Pvt. Ltd., Tanda Khedi Village, Hospet Tq., Huvina Hadagali. Ph: 9886254315 / 9886245944 / 9538899179",51529-96 Dtd: 07.01.2025,06.01.2027,02 Years,9886254315 / 9886245944 / 9538899179,M/s. Shree Perma Industries and Electricals Pvt. Ltd,Tanda Khedi Village,Huvina Hadagali.   /  /,,
"5-star rated Transformer wound, CRGO Core, Distribution Transformer","M/s. Shree Perma Industries and Electricals Pvt. Ltd., Tanda Khedi Village, Hospet Tq., Huvina Hadagali. Ph: 9886254315 / 9886245944 / 9538899179",51529-96 Dtd: 07.01.2025,06.01.2027,02 Years,9886254315 / 9886245944 / 9538899179,M/s. Shree Perma Industries and Electricals Pvt. Ltd,Tanda Khedi Village,Huvina Hadagali.   /  /,,
"25KVA, BEE-1 (Star-","M/s. Sri Ram Power Controls, #14/1, 1st Main, Sriram Industrial Area, Byadarahalli Village, Bangalore-560090",510899-92 Dtd: 03.01.2025,02.01.2027,02 Years,,M/s. Sri Ram Power Controls,#14/1,Bangalore-,,560090
"5-star rated Transformer wound, CRGO Core, Distribution Transformer","M/s. Sri Ram Power Controls, #14/1, 1st Main, Sriram Industrial Area, Byadarahalli Village, Bangalore-560090",510899-92 Dtd: 03.01.2025,02.01.2027,02 Years,,M/s. Sri Ram Power Controls,#14/1,Bangalore-,,560090
V.H.T. Tower Parts (33/11 KV),"M/s. Soudamini Electrical Products, P.N. 1-9-53/1/2/3, Soudamini Electricals, N.R. Colony, 3rd Main, Kushalnagar, Kalaburagi-585106. Ph: 9900625333",510993-56 Dtd: 03.01.2025,02.01.2027,02 Years,9900625333,M/s. Soudamini Electrical Products,P.N. 1-9-53/1/2/3,Kalaburagi-,,585106
M.S. Angle,"M/s. Soudamini Electrical Products, P.N. 1-9-53/1/2/3, Soudamini Electricals, N.R. Colony, 3rd Main, Kushalnagar, Kalaburagi-585106. Ph: 9900625333",510993-56 Dtd: 03.01.2025,02.01.2027,02 Years,9900625333,M/s. Soudamini Electrical Products,P.N. 1-9-53/1/2/3,Kalaburagi-,,585106
M.S. Flat,"M/s. Soudamini Electrical Products, P.N. 1-9-53/1/2/3, Soudamini Electricals, N.R. Colony, 3rd Main, Kushalnagar, Kalaburagi-585106. Ph: 9900625333",510993-56 Dtd: 03.01.2025,02.01.2027,02 Years,9900625333,M/s. Soudamini Electrical Products,P.N. 1-9-53/1/2/3,Kalaburagi-,,585106
M.S. Round,"M/s. Soudamini Electrical Products, P.N. 1-9-53/1/2/3, Soudamini Electricals, N.R. Colony, 3rd Main, Kushalnagar, Kalaburagi-585106. Ph: 9900625333",510993-56 Dtd: 03.01.2025,02.01.2027,02 Years,9900625333,M/s. Soudamini Electrical Products,P.N. 1-9-53/1/2/3,Kalaburagi-,,585106
Guy Sets,"M/s. Soudamini Electrical Products, P.N. 1-9-53/1/2/3, Soudamini Electricals, N.R. Colony, 3rd Main, Kushalnagar, Kalaburagi-585106. Ph: 9900625333",510993-56 Dtd: 03.01.2025,02.01.2027,02 Years,9900625333,M/s. Soudamini Electrical Products,P.N. 1-9-53/1/2/3,Kalaburagi-,,585106
Clamps,"M/s. Soudamini Electrical Products, P.N. 1-9-53/1/2/3, Soudamini Electricals, N.R. Colony, 3rd Main, Kushalnagar, Kalaburagi-585106. Ph: 9900625333",510993-56 Dtd: 03.01.2025,02.01.2027,02 Years,9900625333,M/s. Soudamini Electrical Products,P.N. 1-9-53/1/2/3,Kalaburagi-,,585106
D.P. Set,"M/s. Soudamini Electrical Products, P.N. 1-9-53/1/2/3, Soudamini Electricals, N.R. Colony, 3rd Main, Kushalnagar, Kalaburagi-585106. Ph: 9900625333",510993-56 Dtd: 03.01.2025,02.01.2027,02 Years,9900625333,M/s. Soudamini Electrical Products,P.N. 1-9-53/1/2/3,Kalaburagi-,,585106
Earthing Pipe,"M/s. Soudamini Electrical Products, P.N. 1-9-53/1/2/3, Soudamini Electricals, N.R. Colony, 3rd Main, Kushalnagar, Kalaburagi-585106. Ph: 9900625333",510993-56 Dtd: 03.01.2025,02.01.2027,02 Years,9900625333,M/s. Soudamini Electrical Products,P.N. 1-9-53/1/2/3,Kalaburagi-,,585106
Earthing Pre,"M/s. Soudamini Electrical Products, P.N. 1-9-53/1/2/3, Soudamini Electricals, N.R. Colony, 3rd Main, Kushalnagar, Kalaburagi-585106. Ph: 9900625333",510993-56 Dtd: 03.01.2025,02.01.2027,02 Years,9900625333,M/s. Soudamini Electrical Products,P.N. 1-9-53/1/2/3,Kalaburagi-,,585106
